iter	Logloss
485	0.4324347679
486	0.4324314796
487	0.4324263729
488	0.4324229701
489	0.4324164692
490	0.4324096069
491	0.4323945658
492	0.4323776853
493	0.4323661194
494	0.4323581539
495	0.4323539406
496	0.4323428963
497	0.4323357408
498	0.432331544
499	0.4323262037
500	0.432317347
501	0.4323081949
502	0.4322989696
503	0.4322963145
504	0.4322911158
505	0.4322881786
506	0.4322807691
507	0.4322717036
508	0.4322679559
509	0.4322646141
510	0.4322560976
511	0.4322493829
512	0.4322402043
513	0.4322361006
514	0.4322245474
515	0.4322190847
516	0.4322163528
517	0.4322129344
518	0.4322037249
519	0.4321975209
520	0.4321887776
521	0.4321831134
522	0.432176992
523	0.432170893
524	0.4321606744
525	0.4321538871
526	0.4321484854
527	0.432134982
528	0.4321305055
529	0.4321219133
530	0.4321121433
531	0.4321095074
532	0.4321051304
533	0.432098309
534	0.43209411
535	0.4320890132
536	0.4320837368
537	0.4320773039
538	0.4320738717
539	0.4320636813
540	0.4320599755
541	0.4320575746
542	0.4320537088
543	0.4320492461
544	0.4320447029
545	0.4320390272
546	0.4320344213
547	0.4320310127
548	0.432027869
549	0.4320200461
550	0.4320159808
551	0.4320102496
552	0.4320036171
553	0.4319993608
554	0.431991814
555	0.4319823187
556	0.4319792088
557	0.4319749958
558	0.4319729852
559	0.431969354
560	0.4319642994
561	0.4319601863
562	0.4319549249
563	0.4319454834
564	0.4319422194
565	0.4319333954
566	0.4319288004
567	0.4319259029
568	0.431920815
569	0.4319095157
570	0.4319044134
571	0.4318986697
572	0.4318934817
573	0.4318919279
574	0.4318882619
575	0.4318840732
576	0.4318789906
577	0.4318721711
578	0.4318675852
579	0.4318596324
580	0.4318566973
581	0.4318538092
582	0.4318505432
583	0.4318456063
584	0.431842009
585	0.4318390444
586	0.4318346028
587	0.4318246363
588	0.4318185437
589	0.431816553
590	0.4318136408
591	0.4318110616
592	0.4318024364
593	0.4318002262
594	0.4317954287
595	0.4317849759
596	0.4317834879
597	0.4317811193
598	0.4317791416
599	0.4317765973
600	0.4317732557
601	0.4317659949
602	0.4317636623
603	0.4317581413
604	0.4317533894
605	0.4317489906
606	0.4317454257
607	0.4317416735
608	0.4317395862
609	0.4317370981
610	0.4317317759
611	0.4317283679
612	0.4317232462
613	0.4317206771
614	0.4317165881
615	0.4317148333
616	0.4317084573
617	0.4317014643
618	0.4316908679
619	0.4316857249
620	0.4316801758
621	0.4316770784
622	0.4316738336
623	0.4316709656
624	0.4316685326
625	0.4316638749
626	0.4316600547
627	0.4316578355
628	0.4316552598
629	0.4316515036
630	0.4316474389
631	0.4316438949
632	0.431642262
633	0.4316298978
634	0.4316259903
635	0.4316222462
636	0.4316190678
637	0.4316144688
638	0.4316104611
639	0.431605998
640	0.4316033961
641	0.4316008547
642	0.4315912683
643	0.4315867469
644	0.4315845866
645	0.431580128
646	0.4315754618
647	0.4315723399
648	0.4315708458
649	0.4315671091
650	0.4315638091
651	0.4315606108
652	0.4315580547
653	0.4315538606
654	0.4315492544
655	0.4315470303
656	0.4315423886
657	0.4315377556
658	0.4315322336
659	0.4315294907
660	0.4315286461
661	0.4315132841
662	0.4315091072
663	0.4315066408
664	0.4315014635
665	0.4314996
666	0.4314944567
667	0.4314868786
668	0.4314841685
669	0.4314816496
670	0.4314757517
671	0.4314717193
672	0.4314695336
673	0.431465556
674	0.4314607354
675	0.4314487283
676	0.4314466631
677	0.431443177
678	0.4314384518
679	0.4314365861
680	0.4314322981
681	0.4314273001
682	0.4314235814
683	0.4314201715
684	0.4314082954
685	0.4314021883
686	0.4313937537
687	0.4313924647
688	0.4313899172
689	0.4313872293
690	0.4313760595
691	0.4313714529
692	0.4313634108
693	0.4313611002
694	0.4313553024
695	0.4313478148
696	0.4313440274
697	0.431339615
698	0.431335938
699	0.431330628
700	0.431326939
701	0.4313174192
702	0.4313109041
703	0.4313061186
704	0.431299125
705	0.4312937876
706	0.4312890332
707	0.4312813356
708	0.4312783027
709	0.4312761163
710	0.4312742389
711	0.4312702729
712	0.4312694162
713	0.4312656292
714	0.4312645511
715	0.4312608306
716	0.4312599405
717	0.4312549439
718	0.4312481679
719	0.4312435446
720	0.4312422694
721	0.4312345173
722	0.4312307026
723	0.4312278196
724	0.4312249068
725	0.4312228325
726	0.4312189207
727	0.431216788
728	0.4312119909
729	0.4312083695
730	0.431204172
731	0.4312024053
732	0.4311993389
733	0.431193507
734	0.4311882162
735	0.4311804205
736	0.4311753351
737	0.4311647249
738	0.4311632508
739	0.4311613928
740	0.4311591162
741	0.4311564737
742	0.4311556622
743	0.4311496368
744	0.4311442041
745	0.4311427934
746	0.4311388392
747	0.4311363505
748	0.4311353168
749	0.4311305188
750	0.4311269959
751	0.4311198428
752	0.4311158997
753	0.4311087903
754	0.431100069
755	0.4310966136
756	0.4310944998
757	0.4310929348
758	0.4310900444
759	0.4310853124
760	0.4310817116
761	0.4310754246
762	0.431072341
763	0.431065964
764	0.4310646416
765	0.4310624863
766	0.4310611544
767	0.4310547649
768	0.4310517108
769	0.4310475151
770	0.4310393972
771	0.4310372733
772	0.4310340074
773	0.4310320757
774	0.4310268736
775	0.431014233
776	0.4310113232
777	0.43100872
778	0.4310030435
779	0.4309974976
780	0.4309947456
781	0.4309925346
782	0.4309892795
783	0.4309861576
784	0.4309835365
785	0.4309782156
786	0.4309761045
787	0.4309728716
788	0.4309630831
789	0.430960059
790	0.4309546025
791	0.4309521476
792	0.4309500241
793	0.4309479243
794	0.4309416811
795	0.4309327947
796	0.4309293248
797	0.4309252912
798	0.4309243928
799	0.4309236368
800	0.4309232926
801	0.4309194071
802	0.4309138083
803	0.4309116096
804	0.4309103094
805	0.430907399
806	0.4309058666
807	0.4309020524
808	0.430899754
809	0.4308911901
810	0.4308900952
811	0.4308868172
812	0.4308834871
813	0.4308780923
814	0.4308760721
815	0.430875018
816	0.4308720514
817	0.4308695429
818	0.4308633964
819	0.4308579416
820	0.4308557077
821	0.4308527758
822	0.4308506758
823	0.4308471096
824	0.4308439936
825	0.4308420392
826	0.4308362846
827	0.4308310547
828	0.430828593
829	0.4308243054
830	0.4308223072
831	0.4308209198
832	0.4308160053
833	0.4308108285
834	0.4308097066
835	0.4308077403
836	0.4308047629
837	0.4308019527
838	0.430791078
839	0.4307867352
840	0.4307825245
841	0.430779492
842	0.4307781278
843	0.4307755182
844	0.4307706781
845	0.4307649352
846	0.4307601728
847	0.4307580299
848	0.4307534005
849	0.430746145
850	0.4307439904
851	0.430740903
852	0.4307326337
853	0.4307308719
854	0.430727617
855	0.4307226951
856	0.4307165
857	0.4307145002
858	0.4307071584
859	0.4307048142
860	0.4307002824
861	0.4306957971
862	0.4306917419
863	0.4306870929
864	0.4306852191
865	0.4306789418
866	0.4306766106
867	0.4306724636
868	0.4306718868
869	0.4306680986
870	0.4306642307
871	0.4306614108
872	0.4306575039
873	0.4306545224
874	0.430652962
875	0.4306495613
876	0.4306472617
877	0.4306463381
878	0.4306444611
879	0.4306407538
880	0.4306366327
881	0.4306329618
882	0.43062532
883	0.4306241549
884	0.4306183325
885	0.4306165445
886	0.4306156218
887	0.4306080792
888	0.4306058619
889	0.4306017513
890	0.430601217
891	0.4305986078
892	0.4305950448
893	0.430592802
894	0.4305903384
895	0.4305854547
896	0.43058021
897	0.4305769681
898	0.4305739373
899	0.4305719369
900	0.4305684898
901	0.4305663362
902	0.4305651267
903	0.4305642935
904	0.4305630268
905	0.4305601439
906	0.4305569791
907	0.4305532694
908	0.4305505358
909	0.4305464811
910	0.4305420595
911	0.4305414019
912	0.4305376013
913	0.4305362468
914	0.430533037
915	0.4305322159
916	0.430530583
917	0.43052765
918	0.4305248456
919	0.430523246
920	0.4305214838
921	0.4305190341
922	0.4305180554
923	0.4305125861
924	0.430508622
925	0.4305038449
926	0.4305007246
927	0.4304983846
928	0.4304950633
929	0.4304937616
930	0.4304934061
931	0.4304905961
932	0.4304884063
933	0.4304854402
934	0.4304841921
935	0.4304793795
936	0.4304789787
937	0.4304760016
938	0.4304718039
939	0.4304703487
940	0.4304701927
941	0.4304671744
942	0.4304629782
943	0.4304580462
944	0.4304561585
945	0.430452621
946	0.4304504713
947	0.4304452387
948	0.4304421291
949	0.4304405959
950	0.4304373961
951	0.4304335745
952	0.4304285664
953	0.4304267341
954	0.4304240235
955	0.4304235237
956	0.4304221924
957	0.4304195699
958	0.4304168868
959	0.4304151429
960	0.4304131243
961	0.4304102839
962	0.43040724
963	0.4304025456
964	0.4303995016
965	0.4303964465
966	0.4303950355
967	0.4303933848
968	0.430388959
969	0.4303837133
970	0.4303804657
971	0.4303791671
972	0.4303775898
973	0.4303747693
974	0.430373526
975	0.4303707494
976	0.4303637206
977	0.4303620624
978	0.4303591675
979	0.4303570977
980	0.4303545786
981	0.4303524069
982	0.4303498854
983	0.4303474129
984	0.4303458051
985	0.4303441176
986	0.430342849
987	0.4303406497
988	0.4303385834
989	0.4303322151
990	0.4303310043
991	0.4303161203
992	0.430314921
993	0.4303128532
994	0.4303114524
995	0.4303089652
996	0.4303069598
997	0.4303056988
998	0.4303016156
999	0.4303002694
